,Company,Year,DIVIDEND YIELD,Price,HISTORICAL VOLATILITY 5 YEARS,RETURN ON EQUITY - TOTAL (%),Environment Pillar Score,RESEARCH & DEVELOPMENT/SALES,Governance Pillar Score,Social Pillar Score,CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions
1024,FRESENIUS,2011,1.18,24.383000000000003,0.2936,11.8,61.15,1.53,63.45,56.1,
1025,FRESENIUS,2012,1.12,28.191999999999997,0.2914,13.08,48.47,1.47,46.17,48.68,
1026,FRESENIUS,2013,1.11,33.064,0.2366,12.17,41.39,1.4,39.75,46.14,
1027,FRESENIUS,2014,1.01,41.324,0.19399999999999998,11.95,50.79,1.47,50.7,50.19,
1028,FRESENIUS,2015,0.66,66.888,0.2149,13.41,58.54,1.53,29.76,55.38,
1029,FRESENIUS,2016,0.82,67.45,0.2183,13.1,52.56,1.65,31.46,53.48,
1030,FRESENIUS,2017,0.92,67.139,0.2043,13.78,44.71,1.6,57.65,75.43,
1031,FRESENIUS,2018,1.4,53.52,0.235,13.94,61.4,1.94,67.32,88.45,
1032,FRESENIUS,2019,1.67,48.025,0.2568,11.7,59.87,1.7,82.1,77.18,
1033,FRESENIUS,2020,2.22,37.79,0.3452,,,,,,
1034,JUST EAT TAKEAWA,2010,,,,,,,,,
1035,JUST EAT TAKEAWA,2011,,,,,,,,,
1036,JUST EAT TAKEAWA,2012,,,,,,,,,
1037,JUST EAT TAKEAWA,2013,,,,,,,,,
1038,JUST EAT TAKEAWA,2014,,,,-19.22,,,,,
1039,JUST EAT TAKEAWA,2015,,,,-33.11,,,,,
1040,JUST EAT TAKEAWA,2016,0.0,21.73,0.0,-26.05,,,,,
1041,JUST EAT TAKEAWA,2017,0.0,42.59,0.3151,-24.9,,,,,
1042,JUST EAT TAKEAWA,2018,0.0,50.5,0.3391,-9.71,8.3,,22.01,40.46,
1043,JUST EAT TAKEAWA,2019,0.0,78.55,0.3278,-18.17,22.46,,26.38,56.01,
1044,JUST EAT TAKEAWA,2020,0.0,90.34,0.4185,,,,,,
1045,KERRY GROUP 'A',2010,0.99,25.285,0.2669,22.28,22.64,3.15,14.24,35.36,
1046,KERRY GROUP 'A',2011,1.14,26.15,0.2497,20.78,22.27,3.15,33.73,38.91,
1047,KERRY GROUP 'A',2012,0.86,38.4,0.2439,13.83,28.44,3.18,32.59,52.54,
1048,KERRY GROUP 'A',2013,0.78,47.18,0.2174,4.24,29.61,3.19,22.41,50.63,
1049,KERRY GROUP 'A',2014,0.78,53.26,0.1679,22.84,30.57,3.42,30.7,60.62,
1050,KERRY GROUP 'A',2015,0.64,73.0,0.1771,20.91,31.21,3.84,32.51,63.29,
1051,KERRY GROUP 'A',2016,0.83,62.08,0.1922,18.12,38.82,4.25,49.56,71.84,
1052,KERRY GROUP 'A',2017,0.66,87.9,0.1789,17.65,41.85,4.19,33.33,69.79,
1053,KERRY GROUP 'A',2018,0.69,93.65,0.17600000000000002,14.21,49.3,4.16,59.82,76.27,
1054,KERRY GROUP 'A',2019,0.62,117.3,0.1692,13.18,49.78,4.02,63.4,76.14,
1055,KERRY GROUP 'A',2020,0.67,121.6,0.1977,,,,,,
1056,KNORR BREMSE,2010,,,,38.03,,4.72,,,
1057,KNORR BREMSE,2011,,,,41.39,,4.92,,,
1058,KNORR BREMSE,2012,,,,31.7,,5.81,,,
1059,KNORR BREMSE,2013,,,,35.52,,5.87,,,
1060,KNORR BREMSE,2014,,,,44.53,,5.68,,,
1061,KNORR BREMSE,2015,,,,41.19,,5.96,,,
1062,KNORR BREMSE,2016,,,,39.11,,5.98,,,
1063,KNORR BREMSE,2017,,,,40.33,54.14,5.75,18.29,82.65,
1064,KNORR BREMSE,2018,0.0,80.87,0.0,35.39,74.8,0.61,28.44,73.94,
1065,KNORR BREMSE,2019,2.03,86.04,0.1872,35.81,76.87,0.62,34.37,78.83,
1066,KNORR BREMSE,2020,1.72,104.56,0.3089,,,,,,
1067,NATURGY ENERGY,2010,7.23,10.0782,0.3638,10.89,63.86,,42.47,93.33,795.92
1068,NATURGY ENERGY,2011,6.0,12.2524,0.3618,10.96,76.43,,54.36,89.45,4013.63
1069,NATURGY ENERGY,2012,6.57,12.005,0.3514,11.06,82.37,,48.22,92.48,3142.11
1070,NATURGY ENERGY,2013,4.92,18.165,0.3451,10.82,82.61,,43.66,92.96,2826.9
1071,NATURGY ENERGY,2014,4.04,22.225,0.2478,10.6,82.61,,52.78,90.01,3201.44
1072,NATURGY ENERGY,2015,4.69,19.23,0.2338,10.54,84.69,,38.29,94.26,4046.75
1073,NATURGY ENERGY,2016,5.67,16.27,0.2337,9.1,95.12,,38.43,90.52,4576.74
1074,NATURGY ENERGY,2017,5.53,18.095,0.209,9.08,97.09,,34.66,95.26,4065.61
1075,NATURGY ENERGY,2018,3.7,22.97,0.1891,-21.98,92.43,,37.8,96.3,3776.22
1076,NATURGY ENERGY,2019,3.57,23.81,0.1897,13.03,,,,,
1077,NATURGY ENERGY,2020,7.26,19.45,0.2865,,,,,,
1078,SAMPO 'A',2010,5.06,19.4687,0.2493,14.27,9.04,,28.93,15.22,
1079,SAMPO 'A',2011,6.08,18.6312,0.24,12.42,11.23,,24.4,14.77,1.45
1080,SAMPO 'A',2012,5.12,23.1142,0.2427,15.67,35.02,,22.03,21.77,1.21
1081,SAMPO 'A',2013,3.88,34.2772,0.2254,15.34,35.74,,20.36,21.82,1.04
1082,SAMPO 'A',2014,4.32,37.6566,0.1872,15.75,39.59,,40.14,19.91,1.22
1083,SAMPO 'A',2015,4.35,44.1791,0.1959,16.25,52.47,,9.12,17.92,1.09
1084,SAMPO 'A',2016,5.13,41.2824,0.1961,15.5,53.58,,16.82,25.46,1.08
1085,SAMPO 'A',2017,5.05,44.8293,0.1721,19.72,53.01,,19.88,48.94,1.07
1086,SAMPO 'A',2018,6.45,39.705999999999996,0.1638,14.38,51.35,,27.78,53.85,0.99
1087,SAMPO 'A',2019,7.58,37.06,0.1673,9.97,48.94,,24.47,41.52,0.96
1088,SAMPO 'A',2020,4.07,36.83,0.3148,,,,,,
1089,SIEMENS GAMESA RENEWABLE ENERGY,2010,3.86,4.9184,0.4726,3.14,80.09,,56.67,87.9,
1090,SIEMENS GAMESA RENEWABLE ENERGY,2011,0.2,3.2486,0.4847,3.09,82.11,,68.12,94.87,
1091,SIEMENS GAMESA RENEWABLE ENERGY,2012,0.42,1.5490000000000002,0.5038,-48.74,82.36,,58.44,88.62,72.16
1092,SIEMENS GAMESA RENEWABLE ENERGY,2013,0.0,7.279,0.517,4.31,80.85,2.49,53.95,90.55,56.49
1093,SIEMENS GAMESA RENEWABLE ENERGY,2014,0.0,7.438,0.4876,7.66,80.73,1.6,50.45,83.21,70.47
1094,SIEMENS GAMESA RENEWABLE ENERGY,2015,0.54,15.355,0.4703,11.69,77.65,1.26,77.75,83.54,64.58
1095,SIEMENS GAMESA RENEWABLE ENERGY,2016,0.83,18.465,0.4446,18.31,77.33,1.19,59.03,84.0,74.91
1096,SIEMENS GAMESA RENEWABLE ENERGY,2017,19.7,10.475,0.4166,-0.58,73.11,2.16,63.53,78.2,
1097,SIEMENS GAMESA RENEWABLE ENERGY,2018,4.54,11.98,0.38299999999999995,1.13,76.85,1.82,70.48,81.08,
1098,SIEMENS GAMESA RENEWABLE ENERGY,2019,0.19,13.615,0.3926,2.3,73.76,2.03,50.77,74.96,
1099,SIEMENS GAMESA RENEWABLE ENERGY,2020,0.19,27.06,0.4,,,,,,
1100,TELEFONICA,2010,7.3,14.9638,0.2166,44.03,84.25,1.31,58.69,90.97,0.59
1101,TELEFONICA,2011,11.02,11.5797,0.2249,23.45,86.96,1.56,77.18,90.16,1.71
1102,TELEFONICA,2012,3.5,8.6268,0.2228,18.66,87.45,1.72,62.99,88.76,0.49
1103,TELEFONICA,2013,6.09,10.6133,0.2448,22.06,88.36,1.83,73.09,93.61,0.46
1104,TELEFONICA,2014,5.99,10.5831,0.2494,13.3,82.94,2.21,68.64,93.76,0.69
1105,TELEFONICA,2015,6.14,10.7591,0.2415,14.07,81.05,2.14,67.0,96.17,20.1
1106,TELEFONICA,2016,8.98,7.6973,0.2469,12.46,78.68,1.74,60.94,97.5,47.65
1107,TELEFONICA,2017,4.67,8.2243,0.237,16.28,78.59,1.66,56.73,94.9,39.44
1108,TELEFONICA,2018,5.34,7.1971,0.2099,16.8,79.01,1.94,71.1,96.2,41.11
1109,TELEFONICA,2019,5.92,6.4886,0.2187,4.91,80.29,1.79,61.07,96.37,39.13
1110,TELEFONICA,2020,10.79,3.498,0.3341,,,,,,
1111,THALES,2010,1.76,28.425,0.2411,-2.9,82.59,4.67,25.16,42.59,5.52
1112,THALES,2011,2.05,24.43,0.2366,13.14,63.46,4.75,15.02,56.24,6.28
1113,THALES,2012,3.0,25.975,0.2394,12.32,59.57,4.86,10.86,63.16,5.75
1114,THALES,2013,1.99,45.22,0.2382,15.39,65.13,4.74,17.17,56.95,6.13
1115,THALES,2014,2.91,40.905,0.2276,18.75,58.21,4.94,25.51,53.23,7.03
1116,THALES,2015,1.67,67.7,0.2216,18.16,59.0,4.92,20.58,53.7,6.73
1117,THALES,2016,1.56,90.13,0.2189,20.38,60.81,4.95,19.07,58.93,5.17
1118,THALES,2017,1.86,88.64,0.1957,16.49,64.37,5.08,24.05,57.46,4.23
1119,THALES,2018,1.57,111.65,0.1757,18.49,62.77,5.56,39.08,57.85,944.62
1120,THALES,2019,2.45,88.96,0.1775,20.13,64.87,5.97,45.42,65.2,818.32
1121,THALES,2020,0.5,79.26,0.265,,,,,,
1122,UCB,2010,2.77,26.035,0.3698,2.29,48.65,25.31,84.14,27.61,
1123,UCB,2011,2.46,29.82,0.3795,5.16,54.19,27.12,76.75,32.88,
1124,UCB,2012,1.79,41.815,0.3687,5.88,47.29,25.71,82.37,38.24,
1125,UCB,2013,1.53,50.02,0.2733,4.84,47.78,25.1,86.22,38.09,
1126,UCB,2014,1.28,60.96,0.2498,4.74,45.77,27.75,86.5,48.2,
1127,UCB,2015,0.99,80.48,0.2399,12.36,58.06,26.75,84.72,62.2,11.1
1128,UCB,2016,1.25,64.31,0.2336,9.49,57.59,24.41,55.57,60.25,12.54
1129,UCB,2017,1.28,62.7,0.2542,13.21,71.53,23.33,75.71,83.36,10.12
1130,UCB,2018,1.07,77.0,0.2313,13.2,73.82,25.06,75.89,82.33,8.47
1131,UCB,2019,1.17,72.44,0.2265,11.87,74.85,25.89,88.24,88.93,7.88
1132,UCB,2020,0.93,92.96,0.2729,,,,,,
1133,WOLTERS KLUWER,2010,4.21,15.69,0.2436,19.55,35.68,,44.37,83.57,6.51
1134,WOLTERS KLUWER,2011,5.27,12.715,0.2464,7.61,55.51,,77.19,71.08,4.55
1135,WOLTERS KLUWER,2012,4.89,13.92,0.257,20.93,57.34,6.36,65.57,64.42,3.84
1136,WOLTERS KLUWER,2013,3.33,20.74,0.2025,22.24,57.11,6.93,68.29,72.14,3.26
1137,WOLTERS KLUWER,2014,3.13,22.33,0.2082,25.78,69.83,6.94,70.24,63.24,3.84
1138,WOLTERS KLUWER,2015,1.69,31.68,0.2262,18.48,69.08,8.34,55.18,65.97,4.51
1139,WOLTERS KLUWER,2016,2.33,32.67,0.2237,19.2,70.4,8.54,58.84,66.98,4.26
1140,WOLTERS KLUWER,2017,2.32,42.59,0.2062,27.11,65.58,8.73,65.45,68.78,3.68
1141,WOLTERS KLUWER,2018,1.87,52.28,0.2084,29.23,64.88,9.77,73.25,69.41,4.0
1142,WOLTERS KLUWER,2019,1.51,64.7,0.1768,28.87,64.08,9.82,60.33,76.83,3.83
1143,WOLTERS KLUWER,2020,1.66,70.92,0.1951,,,,,,
1144,DAVIDE CAMPARI MILANO,2010,0.65,2.3037,0.2198,13.62,,,,,
1145,DAVIDE CAMPARI MILANO,2011,1.19,2.5175,0.2223,12.18,,,,,
1146,DAVIDE CAMPARI MILANO,2012,1.27,2.765,0.2351,11.22,,,,,
1147,DAVIDE CAMPARI MILANO,2013,1.14,3.075,0.1817,10.62,,,,,
1148,DAVIDE CAMPARI MILANO,2014,1.52,2.63,0.1775,8.69,,,,,
1149,DAVIDE CAMPARI MILANO,2015,0.99,4.04,0.1897,10.57,,,,,
1150,DAVIDE CAMPARI MILANO,2016,1.05,4.2825,0.2158,9.12,,,,,
1151,DAVIDE CAMPARI MILANO,2017,0.35,6.44,0.2078,18.55,,,,,
1152,DAVIDE CAMPARI MILANO,2018,0.65,7.69,0.2268,14.43,,,,,
1153,DAVIDE CAMPARI MILANO,2019,0.6,8.335,0.2152,13.55,,,,,
1154,DAVIDE CAMPARI MILANO,2020,0.56,9.777999999999999,0.31,,,,,,
1155,EDP ENERGIAS DE PORTUGAL,2010,6.03,2.5108,0.2318,14.25,83.54,,79.17,79.83,1.32
1156,EDP ENERGIAS DE PORTUGAL,2011,7.39,2.2469,0.2319,14.09,81.16,,75.58,83.81,49.66
1157,EDP ENERGIAS DE PORTUGAL,2012,9.63,1.8785,0.2411,12.42,71.24,,78.24,84.32,1154.38
1158,EDP ENERGIAS DE PORTUGAL,2013,6.78,2.6681,0.2257,12.08,71.32,,78.73,86.57,772.8
1159,EDP ENERGIAS DE PORTUGAL,2014,5.73,3.1558,0.2231,12.15,81.81,,49.46,89.52,672.32
1160,EDP ENERGIAS DE PORTUGAL,2015,5.85,3.0923,0.2298,10.52,90.22,,41.52,89.87,867.77
1161,EDP ENERGIAS DE PORTUGAL,2016,6.99,2.5869999999999997,0.22399999999999998,10.63,86.22,,65.03,89.64,812.64
1162,EDP ENERGIAS DE PORTUGAL,2017,6.42,2.8929,0.2088,11.75,82.68,,42.73,88.12,690.3
1163,EDP ENERGIAS DE PORTUGAL,2018,6.18,3.0053,0.1943,5.61,83.78,,60.1,86.47,646.83
1164,EDP ENERGIAS DE PORTUGAL,2019,5.12,3.6269,0.1868,5.74,79.15,,53.84,94.25,730.05
1165,EDP ENERGIAS DE PORTUGAL,2020,4.12,4.507,0.2358,,,,,,
1166,FERROVIAL,2010,5.4,6.0803,0.434,52.15,58.16,,71.15,97.19,204.47
1167,FERROVIAL,2011,5.49,7.111000000000001,0.4187,22.4,55.78,,63.56,93.85,361.78
1168,FERROVIAL,2012,4.12,8.5371,0.414,12.08,64.72,,63.14,89.76,1205.7
1169,FERROVIAL,2013,4.67,10.8814,0.3118,12.78,65.38,,67.0,90.3,314.97
1170,FERROVIAL,2014,4.3,12.6046,0.2596,7.06,67.97,,55.88,96.23,358.12
1171,FERROVIAL,2015,3.12,18.64,0.17600000000000002,12.28,60.62,,69.44,85.85,347.13
1172,FERROVIAL,2016,4.38,14.3707,0.1773,6.45,59.58,,55.29,84.11,266.7
1173,FERROVIAL,2017,3.93,16.6546,0.171,8.18,59.29,,70.75,83.88,468.12
1174,FERROVIAL,2018,4.08,16.7493,0.1662,-8.93,58.77,,77.31,81.56,433.0
1175,FERROVIAL,2019,2.71,25.511999999999997,0.1594,5.89,,,,,
1176,FERROVIAL,2020,2.95,23.83,0.2756,,,,,,
1177,HANNOVER RUECK,2010,5.55,37.805,0.2501,19.68,23.35,,35.25,57.49,0.28
1178,HANNOVER RUECK,2011,6.15,37.395,0.2593,14.0,29.14,,70.71,54.15,0.3
1179,HANNOVER RUECK,2012,3.8,55.3,0.2413,17.91,41.96,,66.64,64.78,0.26
1180,HANNOVER RUECK,2013,4.92,60.961000000000006,0.2089,17.22,42.12,,67.69,75.11,0.37
1181,HANNOVER RUECK,2014,4.41,68.057,0.18600000000000003,16.8,43.05,,56.07,84.03,0.45
1182,HANNOVER RUECK,2015,4.03,105.4,0.2108,16.75,56.06,,59.95,87.5,0.47
1183,HANNOVER RUECK,2016,4.6,103.25,0.2109,15.16,55.67,,45.6,73.4,0.48
1184,HANNOVER RUECK,2017,4.63,108.01,0.2065,12.13,56.61,,51.98,74.52,0.38
1185,HANNOVER RUECK,2018,4.06,123.1,0.1971,13.13,53.82,,57.49,71.64,0.38
1186,HANNOVER RUECK,2019,3.11,169.0,0.1843,14.53,51.46,,36.05,71.84,
1187,HANNOVER RUECK,2020,3.73,147.4,0.3446,,,,,,
1188,JDE PEET S,2010,,,,,,,,,
1189,JDE PEET S,2011,,,,,,,,,
1190,JDE PEET S,2012,,,,,,,,,
1191,JDE PEET S,2013,,,,,,,,,
1192,JDE PEET S,2014,,,,,,,,,
1193,JDE PEET S,2015,,,,,,,,,
1194,JDE PEET S,2016,,,,,,,,,
1195,JDE PEET S,2017,,,,,,,,,
1196,JDE PEET S,2018,,,,6.06,,,,,
1197,JDE PEET S,2019,,,,5.92,,,,,
1198,JDE PEET S,2020,0.0,35.13,0.1491,,,,,,
1199,MICHELIN,2010,1.81,55.32,0.3623,15.22,50.57,3.05,81.98,69.7,
1200,MICHELIN,2011,3.83,46.53,0.3702,18.66,50.36,2.86,74.64,69.01,
1201,MICHELIN,2012,3.22,65.21,0.3484,18.8,47.99,2.9,76.88,70.01,
1202,MICHELIN,2013,3.02,79.41,0.3169,12.62,54.85,3.18,74.37,70.65,
1203,MICHELIN,2014,3.48,71.88,0.2648,10.93,59.16,3.35,85.93,81.61,
1204,MICHELIN,2015,2.69,92.97,0.2567,12.21,64.33,3.25,82.58,80.08,
1205,MICHELIN,2016,2.95,96.76,0.2224,16.57,64.74,3.43,86.77,90.37,
1206,MICHELIN,2017,2.75,118.35,0.1882,15.48,67.76,2.92,81.56,91.82,
1207,MICHELIN,2018,3.99,89.06,0.1862,14.25,69.01,2.94,83.75,89.72,
1208,MICHELIN,2019,3.26,113.4,0.204,13.71,76.05,2.85,86.71,90.49,
1209,MICHELIN,2020,1.89,106.1,0.287,,,,,,
1210,ADP,2010,2.33,58.73,0.3035,9.04,66.49,,50.75,54.37,
1211,ADP,2011,2.81,54.15,0.2958,9.93,70.15,,69.79,64.2,366.9
1212,ADP,2012,3.04,57.96,0.2649,9.31,79.6,1.03,52.87,67.15,527.72
1213,ADP,2013,2.59,80.0,0.1997,8.09,83.89,1.26,62.69,70.43,310.14
1214,ADP,2014,1.94,95.2,0.1879,10.33,84.67,1.36,48.32,69.56,351.95
1215,ADP,2015,1.79,107.05,0.1789,10.61,80.09,1.41,63.4,74.13,384.55
1216,ADP,2016,2.9,89.87,0.1716,10.35,82.56,2.21,60.38,80.13,399.17
1217,ADP,2017,1.7,155.25,0.1776,12.89,80.12,1.91,49.19,73.79,285.41
1218,ADP,2018,1.89,182.9,0.1788,12.94,81.16,1.9,66.72,87.0,272.24
1219,ADP,2019,2.12,174.3,0.1848,11.9,,1.77,,,
1220,ADP,2020,0.61,114.9,0.4517,,,,,,
1221,ALSTOM,2010,3.75,26.7243,0.4089,35.06,90.99,2.84,66.81,73.45,
1222,ALSTOM,2011,2.42,20.7061,0.4037,11.34,89.97,3.36,70.37,72.77,
1223,ALSTOM,2012,3.06,21.1017,0.3928,17.46,94.59,2.44,59.68,83.94,0.83
1224,ALSTOM,2013,3.09,21.9211,0.3488,17.18,95.19,2.77,79.03,83.07,5.97
1225,ALSTOM,2014,0.0,23.3741,0.3621,11.08,93.89,2.64,65.72,81.02,17.63
1226,ALSTOM,2015,0.0,23.7172,0.3454,-15.67,94.62,0.8,74.88,85.68,4.08
1227,ALSTOM,2016,0.0,21.7394,0.3409,80.97,95.74,1.21,67.66,89.5,3.96
1228,ALSTOM,2017,0.73,27.7495,0.3135,8.33,95.92,1.74,67.69,86.4,4.11
1229,ALSTOM,2018,0.9,31.483,0.295,12.46,96.28,1.75,89.21,84.23,2.43
1230,ALSTOM,2019,0.0,35.5231,0.2254,18.24,96.59,2.94,81.21,84.01,2.76
1231,ALSTOM,2020,0.0,39.9461,0.2763,12.69,98.99,3.0,83.07,84.16,2.88
1232,ARCELORMITTAL,2010,2.45,53.8108,0.5376,4.95,84.55,0.41,71.52,72.61,
1233,ARCELORMITTAL,2011,3.78,32.0434,0.5589,3.58,83.99,0.33,68.26,86.51,148.71
1234,ARCELORMITTAL,2012,1.34,26.7048,0.5445,-6.96,84.88,0.34,71.76,85.25,155.3
1235,ARCELORMITTAL,2013,1.24,29.0077,0.4222,-5.55,86.64,0.34,58.26,91.19,163.65
1236,ARCELORMITTAL,2014,1.6,22.4943,0.3554,-2.44,87.75,0.33,70.46,90.9,189.2
1237,ARCELORMITTAL,2015,3.43,10.4632,0.3703,-26.24,89.28,0.36,53.41,91.02,204.47
1238,ARCELORMITTAL,2016,0.0,20.049,0.4503,6.42,89.12,0.42,62.07,88.52,246.52
1239,ARCELORMITTAL,2017,0.0,23.75,0.4565,13.17,88.53,0.4,75.6,81.99,192.2
1240,ARCELORMITTAL,2018,0.3,21.765,0.4523,12.66,79.74,0.38,76.77,89.34,194.65
1241,ARCELORMITTAL,2019,1.18,15.155999999999999,0.4989,-6.18,79.9,0.43,75.9,91.01,194.01
1242,ARCELORMITTAL,2020,0.0,14.164000000000001,0.6085,,,,,,
1243,ATOS,2010,0.0,23.2958,0.4213,7.31,49.04,,54.77,48.46,9.53
1244,ATOS,2011,1.49,24.8474,0.4199,9.2,47.17,,47.93,61.45,7.82
1245,ATOS,2012,0.95,39.2124,0.3966,9.58,47.59,,43.41,61.73,8.35
1246,ATOS,2013,0.93,48.0245,0.292,9.95,45.55,,50.22,66.65,
1247,ATOS,2014,1.33,38.9897,0.2666,8.69,45.13,,54.28,81.14,7.48
1248,ATOS,2015,1.07,55.6784,0.23600000000000002,11.55,44.7,,65.19,81.54,8.22
1249,ATOS,2016,1.17,69.8282,0.2162,14.19,43.0,,53.09,85.7,9.61
1250,ATOS,2017,1.27,93.5769,0.2093,13.38,71.9,,51.4,85.72,8.29
1251,ATOS,2018,2.36,53.5552,0.2672,11.74,74.05,,53.21,86.76,10.49
1252,ATOS,2019,2.33,73.0,0.2786,51.7,75.23,,44.18,85.57,10.49
1253,ATOS,2020,0.0,68.94,0.3788,,,,,,
1254,BIOMERIEUX,2010,1.32,23.1964,0.2422,17.9,45.34,10.99,20.04,61.98,
1255,BIOMERIEUX,2011,1.59,20.6031,0.2541,15.31,63.11,10.66,31.56,64.37,
1256,BIOMERIEUX,2012,1.43,22.8298,0.2444,11.74,62.95,10.75,25.91,51.28,
1257,BIOMERIEUX,2013,1.32,24.7864,0.2002,13.61,65.5,11.82,35.38,51.38,
1258,BIOMERIEUX,2014,1.18,28.333000000000002,0.188,10.21,69.79,12.12,11.05,60.22,
1259,BIOMERIEUX,2015,0.93,35.8996,0.1812,7.69,66.93,12.16,6.49,78.4,
1260,BIOMERIEUX,2016,0.78,42.9996,0.1771,11.5,70.79,12.93,4.5,81.97,63.07
1261,BIOMERIEUX,2017,0.5,67.21,0.1766,14.19,73.4,13.3,11.15,78.87,83.83
1262,BIOMERIEUX,2018,0.52,65.4,0.2159,14.0,78.5,13.5,24.58,91.11,83.58
1263,BIOMERIEUX,2019,0.46,76.8,0.226,13.2,78.74,13.99,43.71,91.41,63.4
1264,BIOMERIEUX,2020,0.15,123.0,0.2891,,,,,,
1265,CARREFOUR,2010,2.85,33.0824,0.299,4.41,93.83,,47.67,81.62,9.04
1266,CARREFOUR,2011,5.65,19.1,0.3295,4.58,92.58,,57.53,82.38,3.88
1267,CARREFOUR,2012,2.96,17.575,0.3512,17.48,92.41,,67.49,77.69,3.43
1268,CARREFOUR,2013,2.12,27.38,0.2835,16.81,92.63,,64.27,76.16,2.95
1269,CARREFOUR,2014,2.58,24.035,0.2775,14.59,76.65,,24.6,85.36,3.34
1270,CARREFOUR,2015,2.34,29.09,0.2862,10.41,79.36,,27.73,86.74,3.78
1271,CARREFOUR,2016,3.14,22.31,0.2558,7.44,83.05,,43.4,87.92,3.95
1272,CARREFOUR,2017,4.19,16.7,0.2259,-5.17,89.49,,49.68,95.12,3.59
1273,CARREFOUR,2018,2.63,17.495,0.2465,-5.83,86.09,,68.5,91.04,4.1
1274,CARREFOUR,2019,2.98,15.415,0.2658,11.82,89.87,,63.79,86.76,4.01
1275,CARREFOUR,2020,1.6,14.37,0.2715,,,,,,
1276,CNH INDUSTRIAL,2010,,,,,,,,,
1277,CNH INDUSTRIAL,2011,,,,,,,,,
1278,CNH INDUSTRIAL,2012,,,,17.5,,1.4,,,
1279,CNH INDUSTRIAL,2013,0.0,8.43,0.0,15.57,89.56,1.4,45.77,97.51,0.36
1280,CNH INDUSTRIAL,2014,3.12,6.4,0.2051,11.82,88.7,1.35,49.98,95.38,0.6
1281,CNH INDUSTRIAL,2015,3.36,5.955,0.2701,3.33,90.39,1.58,44.53,97.86,0.24
1282,CNH INDUSTRIAL,2016,1.73,7.525,0.2749,-6.32,91.16,2.05,27.4,94.57,0.29
1283,CNH INDUSTRIAL,2017,1.03,10.73,0.2533,6.74,91.91,2.08,22.57,93.48,0.29
1284,CNH INDUSTRIAL,2018,1.65,8.51,0.2607,19.26,91.48,2.1,25.67,92.13,0.32
1285,CNH INDUSTRIAL,2019,1.76,10.205,0.2946,11.61,92.22,2.23,22.03,93.37,0.39
1286,CNH INDUSTRIAL,2020,0.0,8.814,0.3449,,,,,,
1287,DEUTSCHE WOHNEN BR.SHS.,2010,0.0,8.132,0.6143,2.72,,,,,
1288,DEUTSCHE WOHNEN BR.SHS.,2011,2.09,9.197000000000001,0.5912,5.13,0.0,,12.2,40.68,
1289,DEUTSCHE WOHNEN BR.SHS.,2012,1.67,13.652000000000001,0.5739,10.81,36.03,,22.87,54.43,
1290,DEUTSCHE WOHNEN BR.SHS.,2013,1.45,14.335,0.3799,7.89,42.3,,18.93,54.86,
1291,DEUTSCHE WOHNEN BR.SHS.,2014,1.86,18.035999999999998,0.2558,20.21,63.04,,19.47,61.83,6.88
1292,DEUTSCHE WOHNEN BR.SHS.,2015,1.8,24.38,0.2452,20.47,59.67,,15.99,68.61,5.52
1293,DEUTSCHE WOHNEN BR.SHS.,2016,1.92,28.05,0.2345,21.77,58.73,,30.09,67.55,
1294,DEUTSCHE WOHNEN BR.SHS.,2017,2.0,37.013000000000005,0.2098,19.24,57.01,,78.41,78.36,
1295,DEUTSCHE WOHNEN BR.SHS.,2018,1.93,41.34,0.1777,17.09,56.59,,75.21,76.1,1.68
1296,DEUTSCHE WOHNEN BR.SHS.,2019,2.52,34.51,0.203,12.61,71.09,,65.35,74.79,1.67
1297,DEUTSCHE WOHNEN BR.SHS.,2020,2.19,41.08,0.2272,,,,,,
1298,EDP RENOVAVEIS,2010,0.0,3.935,0.3716,1.53,47.99,,57.94,63.28,5.55
1299,EDP RENOVAVEIS,2011,0.0,4.31,0.3312,1.67,68.75,,56.57,75.15,1.9
1300,EDP RENOVAVEIS,2012,0.0,3.7110000000000003,0.3403,2.35,67.6,,57.5,67.5,2.94
1301,EDP RENOVAVEIS,2013,0.99,4.033,0.2645,2.44,75.43,,56.84,70.24,3.15
1302,EDP RENOVAVEIS,2014,0.78,5.12,0.2592,2.2,66.94,,76.08,69.19,4.65
1303,EDP RENOVAVEIS,2015,0.65,6.119,0.2405,2.84,65.96,,46.3,69.59,3.08
1304,EDP RENOVAVEIS,2016,0.84,5.935,0.2477,0.93,66.1,,38.52,71.51,3.15
1305,EDP RENOVAVEIS,2017,0.72,6.934,0.195,4.43,85.01,,46.3,71.53,2.79
1306,EDP RENOVAVEIS,2018,0.77,7.745,0.1882,4.88,80.16,,57.25,62.36,2.56
1307,EDP RENOVAVEIS,2019,0.69,10.2,0.1673,7.05,80.02,,40.47,68.71,2.72
1308,EDP RENOVAVEIS,2020,0.47,17.18,0.2267,,,,,,
1309,ENBW ENGE.BADEN-WURTG.,2010,4.25,35.66,0.1588,19.81,,0.19,,,
1310,ENBW ENGE.BADEN-WURTG.,2011,3.97,38.179,0.1998,-15.33,,0.2,,,
1311,ENBW ENGE.BADEN-WURTG.,2012,2.71,31.4,0.2007,8.78,,0.19,,,
